,propertName,links,rating,society,price,area,areaWithType,bedRooms,bathRooms,additionalRooms,address,floorNum,facing,agePossesion,nearbyLocation,description,furnishDetails,features,propertyId
,"3 BHK Flatin Sector 102, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-gurgaon-greens-sector-102-gurgaon-1300-sq-ft-r1-spid-D78867065,4.1,  Emaar Gurgaon Greens,1.8 Crore,,1300,3 Bedrooms,4 Bathrooms,,"Emaar Gurgaon Greens Sector 102, Gurgaon",7th   of 14 Floors,North,1 to 5 Year Old,"['JMS Marine Square Mall', 'Dwarka Expressway', 'Basai Road', 'Prime Scholars Int. School', 'DPG Institute of Technology', 'Vibrant Hospital', 'Indira Gandhi International Airport', 'IMT Manesar', 'SkyJumper Trampoline Park', 'Ramgarh Farms & Resort']","This 3 bhk apartment is available for sale in emaar gurgaon greens, one of the most prominent projects for flats in sector 102 gurgaon. The flat is north-East-Facing. Constructed on a carpet area of 1300 sq.Ft., the flat comprises 3 bedroom(s), 4 bathrooms and 3 balconies. The property is located on...","['3 Wardrobe', '5 Fan', '1 Exhaust Fan', '10 Light', '1 Curtains', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",D78867065
,"2 BHK Flatin Sector 107, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-m3m-woodshire-sector-107-gurgaon-1366-sq-ft-spid-E80170349,4.1,  M3M Woodshire,1.25 Crore,1366,,2 Bedrooms,2 Bathrooms,,"M3M Woodshire Sector 107, Gurgaon",5th   of 14 Floors,North-East,1 to 5 Year Old,"['Signum 107', 'Nora Solomon Medicenter', 'Indira Gandhi International Airport', 'The Shikshiyan School', 'Najafgarh Jheel Bird Sanctuary', 'Skylark Cricket Academy']","M3m woodshire is one of the most popular destination for buying apartments/ flats in sector 107 gurgaon. You too can be a part of this society by purchasing this 2 bhk flat here. The flat is north-East-Facing. The flat occupies a super built up area of 1366 sq.Ft. That consists of 2 bedrooms, 2 bath...","['1 Wardrobe', '1 Fan', '1 Exhaust Fan', '1 Geyser', '1 Light', '1 Chimney', '1 Modular Kitchen', '1 AC', '1 Curtains', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",E80170349
,"3 BHK Flatin Sector 108, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sobha-city-sector-108-gurgaon-2003-sq-ft-spid-Z78686499,3.7,  Sobha City,3.8 Crore,2003,,3 Bedrooms,3 Bathrooms,,"Sobha City Sector 108, Gurgaon",11st   of 24 Floors,North-East,0 to 1 Year Old,"['Dwarka Sector 21 Metro Station', 'WTC Plaza', 'Dwarka Expressway', 'The Shikshiyan School', 'The NorthCap University', 'Rions Hospital', 'Indira Gandhi International Airport', 'Gurgaon Railway Station', 'Chintels Corporate Park Sec 114 Gurgaon', 'Country Inn & Suites by Radisson', 'Hamoni Golf Camp', 'Tau DeviLal Sports Complex']","This 3 bhk apartment is available for sale in sobha city, one of the most prominent projects for flats in sector 108 gurgaon. The flat is north-East-Facing. The flat is over 2003 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 3 balconies. This flat is situated on the 11th fl...","['3 Wardrobe', '4 Fan', '1 Exhaust Fan', '5 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Recently Renovated', 'Piped-gas', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",Z78686499
,"3 BHK Flatin Sector 108, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sobha-city-sector-108-gurgaon-2072-sq-ft-spid-I78686651,3.7,  Sobha City,4 Crore,2072,,3 Bedrooms,3 Bathrooms,,"Sobha City Sector 108, Gurgaon",15th   of 24 Floors,North-East,0 to 1 Year Old,"['Dwarka Sector 21 Metro Station', 'WTC Plaza', 'Dwarka Expressway', 'The Shikshiyan School', 'The NorthCap University', 'Rions Hospital', 'Indira Gandhi International Airport', 'Gurgaon Railway Station', 'Chintels Corporate Park Sec 114 Gurgaon', 'Country Inn & Suites by Radisson', 'Hamoni Golf Camp', 'Tau DeviLal Sports Complex']","Situated in sector 108 gurgaon, sobha city is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in gurgaon is your opportunity to be a part of this community. The flat is north-East-Facing. The flat is over 2072 sq.Ft. Super built up area and comes wit...","['3 Wardrobe', '4 Fan', '1 Exhaust Fan', '5 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Recently Renovated', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Internet/wi-fi connectivity', 'Spacious Interiors', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",I78686651
,"3 BHK Flatin Sector 102, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-gurgaon-greens-sector-102-gurgaon-1650-sq-ft-spid-M78576249,4.1,  Emaar Gurgaon Greens,1.95 Crore,1650,1350,3 Bedrooms,3 Bathrooms,,"Emaar Gurgaon Greens Sector 102, Gurgaon",12nd   of 14 Floors,North-West,5 to 10 Year Old,"['JMS Marine Square Mall', 'Dwarka Expressway', 'Basai Road', 'Prime Scholars Int. School', 'DPG Institute of Technology', 'Vibrant Hospital', 'Indira Gandhi International Airport', 'IMT Manesar', 'SkyJumper Trampoline Park', 'Ramgarh Farms & Resort']","Situated in sector 102 gurgaon, emaar gurgaon greens is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in gurgaon is your opportunity to be a part of this community. The flat is north-West-Facing. The flat occupies a super built up area of 1650 sq.F...","['1 Exhaust Fan', '5 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Internet/wi-fi connectivity', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",M78576249
,"2 BHK Flatin Sector 107, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-m3m-woodshire-sector-107-gurgaon-1366-sq-ft-spid-Z78575853,4.1,  M3M Woodshire,1.35 Crore,1366,,2 Bedrooms,2 Bathrooms,,"M3M Woodshire Sector 107, Gurgaon",8th   of 14 Floors,North-East,1 to 5 Year Old,"['Signum 107', 'Nora Solomon Medicenter', 'Indira Gandhi International Airport', 'The Shikshiyan School', 'Najafgarh Jheel Bird Sanctuary', 'Skylark Cricket Academy']","This 2 bhk flat is located in m3m woodshire, which houses some of the most spacious flats in sector 107 gurgaon. This property faces the north-East direction. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 3 balconies. All in all, the flat is spread over a super built up area of ...","['4 Fan', '1 Exhaust Fan', '4 Light', '2 AC', '1 Modular Kitchen', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",Z78575853
,"4 BHK Flatin Sector 109, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-chintels-serenity-sector-109-gurgaon-2925-sq-ft-r1-spid-N77048225,3.7,  Chtels Serenity,4 Crore,2925,2499.8,4 Bedrooms,5 Bathrooms,"Pooja Room,Servant Room","Chintels Serenity Sector 109, Gurgaon",14th   of 20 Floors,North-East,1 to 5 Year Old,"['Iffco Chowk Metro Station', 'Ambience Mall', 'Dwarka Expressway', 'GEMS International School', 'Manipal Hospital', 'Indira Gandhi International Airport', 'The Club, International City (Swim club)', 'Gurgaon Railway Station', 'Fun N Food Village', 'BSF Golf Course']","Located in the popular residential address of sector 109 gurgaon, chintels serenity is one of the most preferred destination for apartments in gurgaon. This 4 bhk flat is your ticket to be a part of this community. This property faces the north-East direction. The floor plan additionally contains 4 ...","['1 Stove', '6 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",N77048225
,"2 BHK Flatin Sector 106, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-paras-dews-sector-106-gurgaon-1385-sq-ft-r1-spid-B78450555,3.8,  Paras Dews,1.55 Crore,1385,1000,2 Bedrooms,2 Bathrooms,,"Paras Dews Sector 106, Gurgaon",5th   of 9 Floors,,1 to 5 Year Old,"['MG Road Metro Station', 'NeoSquare Shopping Mall', 'Dwarka Expressway', 'Glorious World School', 'DPG Institute of Technology', 'Chirag Hospital', 'Indira Gandhi International Airport', 'Gurgaon', 'Country Inn & Suites by Radisson', 'SkyJumper Trampoline Park', 'Hamoni Golf Camp']","Located in the popular residential address of sector 106 gurgaon, paras dews is one of the most preferred destination for apartments in gurgaon. This 2 bhk flat is your ticket to be a part of this community. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 2 balconies. All in all, ...","['2 Wardrobe', '3 Fan', '1 Exhaust Fan', '3 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",B78450555
,"3 BHK Flatin Sector 113, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-la-vida-by-tata-housing-sector-113-gurgaon-2691-sq-ft-spid-B78574209,3.8,  La Vida by Tata Housg,3.8 Crore,2691,,3 Bedrooms,4 Bathrooms,"Servant Room,Study Room","La Vida by Tata Housing Sector 113, Gurgaon",12nd   of 25 Floors,North-East,0 to 1 Year Old,"['Dwarka Sector 21', 'Pacific D21 Mall', 'Bajghera Road', 'Dwarka Expy', 'Euro International School, Sector- 109.', 'The NorthCap University', ""Rion's Hospital"", 'Indira Gandhi Intl Airport', 'Bijwasan Railway Station']","Located in the popular residential address of sector 113 gurgaon , la vida by tata housing is one of the most preferred destination for apartments in gurgaon. This 3 bhk flat is your ticket to be a part of this community. The flat is north-East-Facing. Constructed on a super built up area of 2691 sq...","['5 Fan', '1 Exhaust Fan', '5 Light', '1 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Separate entry for servant room', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Internet/wi-fi connectivity', 'Spacious Interiors', 'Low Density Society', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",B78574209
,"2 BHK Flatin Sector 113, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-la-vida-by-tata-housing-sector-113-gurgaon-1573-sq-ft-r1-spid-V76966997,3.8,  La Vida by Tata Housg,2.35 Crore,1573,,2 Bedrooms,2 Bathrooms,Study Room,"La Vida by Tata Housing Sector 113, Gurgaon",11st   of 25 Floors,East,1 to 5 Year Old,"['Dwarka Sector 21', 'Pacific D21 Mall', 'Bajghera Road', 'Dwarka Expy', 'Euro International School, Sector- 109.', 'The NorthCap University', ""Rion's Hospital"", 'Indira Gandhi Intl Airport', 'Bijwasan Railway Station']","This beautiful 2 bhk flat in sector 113 gurgaon is situated in la vida by tata housing, one of the popular residential society in gurgaon. The flat is facing the east direction. Containing 2 bedroom(s), 2 bathrooms and 3 balconies, this flat is spread over a super built up area of 1573 sq.Ft. The re...","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",,V76966997
,"3 BHK Flatin Sector 103, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-indiabulls-centrum-park-sector-103-gurgaon-2000-sq-ft-r1-spid-B77075239,3.8,  Indiabulls Centrum Park,1.95 Crore,2000,,3 Bedrooms,3 Bathrooms,Study Room,"Indiabulls Centrum Park Sector 103, Gurgaon",12nd   of 18 Floors,North-East,1 to 5 Year Old,"['Gurgaon Dreamz Mall', 'HUDA Market, Sector 14', 'Dwarka Expressway', 'Delhi Gurgaon Expressway', 'S N International School', 'The NorthCap University', 'Metro Hospital, Palam Vihar', 'Indira Gandhi International Airport', 'Gurgaon Railway Station', 'Emaar Business Park', 'Country Inn and Suites by Radisson', 'Sector 29 Gurgaon Pubs and Bars', 'HUDA Mini Golf Course', 'Infinitys Badminton Academy', 'F9 Go Karting Gurgaon']","Indiabulls centrum park is one of gurgaon's most sought after destination for apartments and this 3 bhk flat in sector 103 gurgaon is your opportunity to be a part of this community. The flat is facing the north-East direction. Constructed on a super built up area of 2000 sq.Ft., the flat comprises ...","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",,B77075239
,"4 BHK Flatin Sector 102, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-shapoorji-pallonji-joyville-gurugram-sector-102-gurgaon-2162-sq-ft-spid-W78587485,3.9,  Shapoorji Pallonji Joyville Gurugram,3.05 Crore,2162,,4 Bedrooms,4 Bathrooms,Servant Room,"Shapoorji Pallonji Joyville Gurugram Sector 102, Gurgaon",14th   of 26 Floors,North-East,0 to 1 Year Old,"['IFFCO Chowk Metro Station', 'The Esplanade Mall by DHOOT GROUP', 'Dwarka Expressway', 'Euro International School', 'The NorthCap University', 'Vibrant Hospital', 'Indira Gandhi International Airport', 'Basai Dhankot Railway Station', 'Hyatt Place Gurgaon Udyog Vihar']","Looking for a 4 bhk property for sale in gurgaon? Buy this 4 bhk flat in shapoorji pallonji joyville gurugram that is situated in sector 102 gurgaon. This is a north-East-Facing property. Constructed on a super built up area of 2162 sq.Ft., the flat comprises 4 bedroom(s), 4 bathrooms and more than ...","['4 Wardrobe', '4 Fan', '1 Exhaust Fan', '5 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Piped-gas', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Internet/wi-fi connectivity', 'Spacious Interiors', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",W78587485
