society,price,sector,pricePerSqft,propertyType,area,superbuilt,carpet,builtup,bedRooms,bathRooms,address,floorNum,facing,agePossesion,balcony,pooja room,servant room,study room,others,store room,furnishType,luxuryScore
"  sector 4, gurgaon",4.7,sector 4,,house,,,,,6.0,6.0,"  sector 4, gurgaon",2.0,south-west,old property,2,0,0,0,0,0,2,32
  godrej habitat,2.45,sector 3,,flat,,,,,4.0,4.0,"Godrej Habitat Sector 3, Gurgaon",12.0,north,new property,,0,0,0,0,0,2,49
  godrej meridien,3.2,sector 106,,flat,,,,,3.0,4.0,"Godrej Meridien Sector 106, Gurgaon",11.0,na,relatively new property,,0,1,0,0,0,2,63
  m3m woodshire,1.45,sector 107,9452.41,flat,1534.0,1534.0,920.4,1150.5,2.0,2.0,"M3M Woodshire Sector 107, Gurgaon",5.0,north,moderatly old property,,0,0,1,0,0,2,77
  unitech harmony,3.75,sector 50,13832.53,flat,2711.0,2711.0,1762.15,2168.8,3.0,4.0,"Unitech Harmony Nirvana Country, Gurgaon",5.0,north,moderatly old property,,0,1,0,0,0,1,221
  sobha city,4.6,sector 108,19632.95,flat,2343.0,2343.0,1522.95,1874.4,3.0,5.0,"Sobha City Sector 108, Gurgaon",12.0,north-east,relatively new property,,0,1,0,0,0,2,221
  tulip yellow,2.35,sector 69,13791.08,flat,1704.0,1704.0,1107.6000000000001,1363.2,3.0,3.0,"Tulip Yellow Sector 69, Gurgaon",10.0,north-west,new property,,0,0,0,0,0,2,221
  microtek greenburg,2.28,sector 86,15405.41,flat,1480.0,1480.0,888.0,1110.0,2.0,2.0,"Microtek Greenburg Sector 86, Gurgaon",1.0,east,relatively new property,,0,0,1,0,0,2,94
  emaar mgf the palm drive,3.85,sector 66,19743.59,flat,1950.0,1950.0,1267.5,1560.0,3.0,3.0,"Emaar MGF The Palm Drive Sector 66, Gurgaon",5.0,east,relatively new property,,0,1,0,0,0,1,221
"  palam vihar, gurgaon",18.5,sector 1,25694.44,house,7200.0,9360.0,6120.0,7200.0,8.0,9.0,"  palam vihar, gurgaon",2.0,south,new property,3+,1,1,1,0,0,2,152
  alpha corp gurgaonone 84,2.4,sector 84,11611.03,flat,2067.0,2067.0,1343.55,1653.6000000000001,3.0,3.0,"Alpha Corp GurgaonOne 84 Sector 84, Gurgaon",12.0,east,relatively new property,,0,1,0,0,0,1,165
  ireo skyon,3.1,sector 60,,flat,,,,,2.0,2.0,"Ireo Skyon Sector 60, Gurgaon",7.0,north-east,moderatly old property,,0,0,0,0,0,2,203
"  vatika signature villas, sector 82, gurgaon",8.5,sector 82,,house,,,,,6.0,6.0,"  vatika signature villas, sector 82, gurgaon",3.0,north,relatively new property,3+,1,1,1,0,1,1,110
  vatika gurgaon 21,2.2,sector 83,11111.11,flat,1980.0,1980.0,1287.0,1584.0,3.0,3.0,"Vatika Gurgaon 21 Sector 83, Gurgaon",7.0,north-east,relatively new property,,1,1,1,0,1,0,130
  dlf the ultima,4.82,sector 81,,flat,,,,,4.0,5.0,"DLF The Ultima Sector 81, Gurgaon",5.0,north-east,relatively new property,,0,1,0,0,0,0,91
"  huda housg board colony, sector 31, gurgaon",9.0,sector 31,,house,,,,,6.0,7.0,"  huda housg board colony, sector 31, gurgaon",2.0,north-east,moderatly old property,3+,1,1,1,0,1,1,198
"  sector 43, gurgaon",7.0,sector 43,,house,,,,,7.0,7.0,"  sector 43, gurgaon",3.0,west,relatively new property,3+,1,1,1,0,1,1,97
"  unitech uniworld resorts, sector 33, gurgaon",11.35,sector 33,25121.74,house,4518.0,5873.400000000001,3840.2999999999997,4518.0,5.0,6.0,"  unitech uniworld resorts, sector 33, gurgaon",3.0,north-east,relatively new property,2,1,1,1,0,1,2,199
  godrej air,2.6,sector 85,14016.17,flat,1855.0,1855.0,1205.75,1484.0,3.0,3.0,"Godrej Air Sector 85, Gurgaon",6.0,east,relatively new property,,0,0,0,0,1,2,212
  emaar mgf the palm drive,4.9,sector 66,22272.73,flat,2200.0,2200.0,1430.0,1760.0,3.0,4.0,"Emaar MGF The Palm Drive Sector 66, Gurgaon",2.0,north,moderatly old property,,0,1,0,0,0,1,194
"  unitech deerwood chase, nirvana country, gurgaon",9.5,sector 50,,house,,,,,4.0,4.0,"  unitech deerwood chase, nirvana country, gurgaon",2.0,north,relatively new property,3,0,1,0,0,0,1,49
  ss the leaf,1.76,sector 85,10731.71,flat,1640.0,1640.0,984.0,1230.0,2.0,2.0,"SS The Leaf Sector 85, Gurgaon",11.0,east,relatively new property,,0,0,0,1,0,1,110
  dlf park place,6.9,sector 54,34936.71,flat,1975.0,1975.0,1283.75,1580.0,3.0,4.0,"DLF Park Place Sector 54, Gurgaon",14.0,east,old property,,0,1,0,0,0,0,170
  emaar mgf emerald floors premier,3.9,sector 65,,flat,,,,,4.0,4.0,"Emaar MGF Emerald Floors Premier Sector 65, Gurgaon",4.0,north-east,relatively new property,,0,1,1,0,0,1,164
  ireo the grand arch,5.3,sector 58,24491.68,flat,2164.0,2164.0,1406.6000000000001,1731.2,3.0,4.0,"Ireo The Grand Arch sector 58, Gurgaon",15.0,north,relatively new property,,0,1,0,0,0,1,221
  paras irene,4.2,sector 70,16633.66,flat,2525.0,2525.0,1767.5,2146.25,4.0,5.0,"Paras Irene Sector 70A, Gurgaon",8.0,east,relatively new property,,0,1,0,0,0,1,133
  m3m heights,2.8,sector 65,18469.66,flat,1516.0,1516.0,909.6,1137.0,2.0,2.0,"M3M Heights Sector 65, Gurgaon",6.0,north,new property,,0,0,1,0,0,2,196
"  eros rosewood city, sector 49, gurgaon",4.4,sector 49,28758.17,house,1530.0,1912.5,1224.0,1530.0,3.0,3.0,"  eros rosewood city, sector 49, gurgaon",2.0,east,moderatly old property,2,1,0,0,0,0,2,51
"  orchid petals, sector 49, gurgaon",17.0,sector 49,37777.78,house,4500.0,5850.0,3825.0,4500.0,5.0,4.0,"  orchid petals, sector 49, gurgaon",2.0,east,old property,3,1,1,1,0,1,1,107
  m3m heights,3.75,sector 65,18257.06,flat,2054.0,2054.0,1335.1000000000001,1643.2,3.0,4.0,"M3M Heights Sector 65, Gurgaon",19.0,north-east,new property,,0,1,0,0,0,1,122
  signature andour heights,0.84,sector 71,14000.0,flat,600.0,600.0,360.0,450.0,2.0,2.0,"Signature Andour Heights Sector 71, Gurgaon",7.0,north-east,relatively new property,,0,0,0,0,0,2,56
  mahdra lumare,7.2,sector 59,24120.6,flat,2985.0,2985.0,1940.25,2388.0,3.0,4.0,"Mahindra Luminare Sector 59, Gurgaon",0.0,north,relatively new property,,0,1,0,0,0,1,203
"  dlf city, dlf phase 3, gurgaon",12.45,sector 23,,house,,,,,6.0,7.0,"  dlf city, dlf phase 3, gurgaon",2.0,south-east,relatively new property,3+,1,1,0,0,1,1,158
"  vatika signature two, sector 82, gurgaon",6.9,sector 82,18400.0,house,3750.0,4875.0,3187.5,3750.0,4.0,6.0,"  vatika signature two, sector 82, gurgaon",3.0,east,relatively new property,3,0,1,1,0,0,1,53
"  sobha international city phase 3, sector 109, gurgaon",7.5,sector 109,,house,,,,,5.0,4.0,"  sobha international city phase 3, sector 109, gurgaon",2.0,north,new property,3+,0,1,0,0,0,1,85
  ramprastha the edge towers,1.55,sector 37,8757.06,flat,1770.0,1770.0,1150.5,1416.0,3.0,3.0,"Ramprastha The Edge Towers Sector 37D, Gurgaon",2.0,west,relatively new property,,0,0,0,0,0,2,46
"  sushant lok phase 2, gurgaon",12.5,sector 56,,house,,,,,12.0,8.0,"  sushant lok phase 2, gurgaon",3.0,na,moderatly old property,3+,0,0,0,0,0,1,96
  adani m2k oyster grande,5.7,sector 102,12532.98,flat,4548.0,4548.0,3183.6,3865.7999999999997,4.0,4.0,"Adani M2K Oyster Grande Sector 102, Gurgaon",22.0,north-east,relatively new property,,1,1,0,0,0,1,184
"  sector 54, gurgaon",26.5,sector 54,38964.86,house,6801.0,8841.300000000001,5780.849999999999,6801.0,6.0,7.0,"  sector 54, gurgaon",3.0,north-east,moderatly old property,3+,1,1,1,0,0,1,207
  cosmos express 99,2.95,sector 99,,flat,,,,,4.0,5.0,"Cosmos Express 99 Sector 99, Gurgaon",3.0,north-east,relatively new property,,0,1,0,0,0,2,118
  bestech park view grand spa,5.4,sector 81,12857.14,flat,4200.0,4200.0,2940.0,3570.0,4.0,6.0,"Bestech Park View Grand Spa Sector 81, Gurgaon",25.0,east,relatively new property,,0,1,0,0,0,1,146
  ashiana anmol,1.7,sector 33,,flat,,,,,3.0,3.0,"Ashiana Anmol Sector-33 Sohna, Gurgaon",6.0,north-east,new property,,1,0,0,0,0,2,107
  paras dews,1.9,sector 106,10000.0,flat,1900.0,1900.0,1235.0,1520.0,3.0,4.0,"Paras Dews Sector 106, Gurgaon",15.0,south-east,relatively new property,,0,1,1,0,0,2,221
  ats tourmale,2.1,sector 109,12000.0,flat,1750.0,1750.0,1137.5,1400.0,3.0,3.0,"ATS Tourmaline Sector 109, Gurgaon",11.0,north-east,moderatly old property,,0,0,0,0,0,1,87
"  dlf, dlf phase 3, gurgaon",17.0,sector 23,37627.27,house,4518.0,5873.400000000001,3840.2999999999997,4518.0,7.0,9.0,"  dlf, dlf phase 3, gurgaon",2.0,north,new property,3+,1,1,1,0,1,1,158
  ss the leaf,1.8,sector 85,10975.61,flat,1640.0,1640.0,984.0,1230.0,2.0,2.0,"SS The Leaf Sector 85, Gurgaon",22.0,east,relatively new property,,0,0,0,0,0,0,77
  tata primanti,6.0,sector 72,18461.54,flat,3250.0,3250.0,2275.0,2762.5,4.0,4.0,"Tata Primanti Sector 72, Gurgaon",0.0,north,relatively new property,,0,1,0,0,0,1,221
"  dependent house, sector 45, gurgaon",10.5,sector 45,,house,,,,,12.0,14.0,"  dependent house, sector 45, gurgaon",4.0,north-west,relatively new property,3+,0,1,0,0,1,1,79
  emaar mgf emerald floors premier,3.55,sector 65,17974.68,flat,1975.0,1975.0,1382.5,1678.75,4.0,4.0,"Emaar MGF Emerald Floors Premier Sector 65, Gurgaon",2.0,north,relatively new property,,1,1,1,0,1,1,194
  ats tourmale,2.55,sector 109,11860.47,flat,2150.0,2150.0,1397.5,1720.0,3.0,4.0,"ATS Tourmaline Sector 109, Gurgaon",18.0,north-east,relatively new property,,1,1,1,1,0,1,221
  adani m2k oyster grande,2.6,sector 102,13763.9,flat,1889.0,1889.0,1227.8500000000001,1511.2,3.0,3.0,"Adani M2K Oyster Grande Sector 102, Gurgaon",19.0,east,relatively new property,,0,1,0,0,0,1,173
  ashiana anmol,1.85,sector 33,10755.81,flat,1720.0,1720.0,1118.0,1376.0,3.0,3.0,"Ashiana Anmol Sector-33 Sohna, Gurgaon",9.0,north-east,relatively new property,,1,0,0,0,0,2,85
"  eros wembley estate, sector 50, gurgaon",5.0,sector 50,,house,,,,,4.0,4.0,"  eros wembley estate, sector 50, gurgaon",2.0,north,old property,3+,0,1,0,0,0,2,120
  adani m2k oyster grande,2.6,sector 102,13698.63,flat,1898.0,1898.0,1233.7,1518.4,3.0,4.0,"Adani M2K Oyster Grande Sector 102, Gurgaon",9.0,east,relatively new property,,0,1,0,0,0,0,77
  experion the heartsong,1.86,sector 108,10580.2,flat,1758.0,1758.0,1142.7,1406.4,3.0,3.0,"Experion The Heartsong Sector 108, Gurgaon",5.0,north-east,relatively new property,,0,0,1,0,0,1,94
  emaar emerald hills,6.99,sector 65,19416.67,flat,3600.0,3600.0,2520.0,3060.0,4.0,4.0,"Emaar Emerald Hills Sector 65, Gurgaon",3.0,west,relatively new property,,0,1,1,0,0,0,221
"  ansal sushant lok ci, sector 43, gurgaon",7.5,sector 43,,house,,,,,10.0,10.0,"  ansal sushant lok ci, sector 43, gurgaon",5.0,east,moderatly old property,3+,0,1,1,0,1,0,138
  dlf new town heights,1.98,sector 91,10259.07,flat,1930.0,1930.0,1254.5,1544.0,3.0,3.0,"DLF New Town Heights Sector 91, Gurgaon",8.0,east,moderatly old property,,1,1,0,0,0,2,32
  m3m merl,4.65,sector 67,19720.1,flat,2358.0,2358.0,1532.7,1886.4,3.0,4.0,"M3M Merlin Sector 67, Gurgaon",19.0,north,relatively new property,,0,1,0,0,0,2,94
  mapsko mount ville,1.98,sector 79,12222.22,flat,1620.0,1620.0,1053.0,1296.0,3.0,3.0,"Mapsko Mount Ville Sector 79, Gurgaon",14.0,east,relatively new property,,0,0,0,0,0,1,213
"  rosewood city, gurgaon",5.8,sector 49,,house,,,,,6.0,6.0,"  rosewood city, gurgaon",3.0,north,relatively new property,3+,1,1,1,0,1,1,96
  adani m2k oyster grande,5.7,sector 102,12532.98,flat,4548.0,4548.0,3183.6,3865.7999999999997,4.0,5.0,"Adani M2K Oyster Grande Sector 102, Gurgaon",5.0,north-east,relatively new property,,1,1,0,0,0,2,110
"  smart world orchard, sector 61, gurgaon",2.3,sector 61,,house,,,,,3.0,3.0,"  smart world orchard, sector 61, gurgaon",1.0,west,new property,3,0,0,1,0,0,2,159
  pareena mi casa,1.77,sector 68,11935.27,flat,1483.0,1483.0,963.95,1186.4,3.0,2.0,"Pareena Mi Casa Sector 68, Gurgaon",10.0,east,new property,,0,0,0,0,0,1,221
"  sector 46, sector 46, gurgaon",3.0,sector 46,,house,,,,,6.0,6.0,"  sector 46, sector 46, gurgaon",4.0,south-west,moderatly old property,3+,1,0,0,0,0,2,33
  dlf the ultima,3.55,sector 81,16904.76,flat,2100.0,2100.0,1365.0,1680.0,3.0,4.0,"DLF The Ultima Sector 81, Gurgaon",7.0,east,relatively new property,,0,1,0,0,0,0,110
"  independent kothi , block b sushant lok 3, gurgaon",8.25,sector 57,,house,,,,,5.0,6.0,"  independent kothi , block b sushant lok 3, gurgaon",3.0,south,relatively new property,3+,0,0,0,0,0,0,130
"  sector 46, gurgaon",5.5,sector 46,,house,,,,,6.0,4.0,"  sector 46, gurgaon",3.0,south-east,moderatly old property,3+,1,1,1,0,1,2,64
  pareena coban residences,2.3,sector 99,11517.28,flat,1997.0,1997.0,1298.05,1597.6000000000001,3.0,5.0,"Pareena Coban Residences Sector 99A, Gurgaon",10.0,east,new property,,0,1,0,0,0,1,77
  conscient heritage one,4.8,sector 62,18994.86,flat,2527.0,2527.0,1768.8999999999999,2147.95,4.0,4.0,"Conscient Heritage One Sector 62, Gurgaon",13.0,north-east,moderatly old property,,0,1,0,0,0,1,221
  conscient heritage max,3.21,sector 102,14937.18,flat,2149.0,2149.0,1396.8500000000001,1719.2,3.0,4.0,"Conscient Heritage Max Sector 102, Gurgaon",9.0,east,relatively new property,,0,1,1,0,0,2,125
  m3m merl,6.58,sector 67,19957.54,flat,3297.0,3297.0,2307.8999999999996,2802.45,4.0,4.0,"M3M Merlin Sector 67, Gurgaon",18.0,east,moderatly old property,,0,1,0,0,0,1,169
  hsiidc sidco shivalik apartments,1.27,sector 1s,6195.12,flat,2050.0,2050.0,1332.5,1640.0,3.0,3.0,"HSIIDC Sidco Shivalik Apartments Sector 1 Imt Manesar, Gurgaon",7.0,north,moderatly old property,,0,0,0,1,0,1,93
"  bptp visionnaire, sector 70a, gurgaon",8.5,sector 70,,house,,,,,4.0,5.0,"  bptp visionnaire, sector 70a, gurgaon",3.0,north-east,new property,3+,1,1,0,0,0,1,198
"  sector 39, gurgaon",3.0,sector 39,,house,,,,,6.0,6.0,"  sector 39, gurgaon",3.0,north,relatively new property,3+,1,1,1,0,0,2,105
  emaar gurgaon greens,1.9,sector 102,11515.15,flat,1650.0,1650.0,1072.5,1320.0,3.0,3.0,"Emaar Gurgaon Greens Sector 102, Gurgaon",6.0,east,relatively new property,,0,0,0,0,1,1,203
  ansal harmony homes,2.6,sector 57,11818.18,flat,2200.0,2200.0,1540.0,1870.0,4.0,3.0,"Ansal Harmony Homes Sushant Lok Phase 3, Gurgaon",2.0,north-east,old property,,0,0,1,0,1,1,204
  bestech park view sanskruti,2.75,sector 92,11827.96,flat,2325.0,2325.0,1627.5,1976.25,4.0,4.0,"Bestech Park View Sanskruti Sector 92, Gurgaon",8.0,north-east,relatively new property,,0,1,0,0,0,1,132
  dlf garden city floors,2.75,sector 92,11956.52,flat,2300.0,2300.0,1610.0,1955.0,4.0,4.0,"DLF Garden City Floors Sector 92, Gurgaon",2.0,north-east,relatively new property,,0,1,0,0,0,1,221
"  block c dlf phase 1, gurgaon",21.0,block c sector 26,46666.67,house,4500.0,5850.0,3825.0,4500.0,4.0,3.0,"  block c dlf phase 1, gurgaon",2.0,na,moderatly old property,3+,0,1,0,0,0,2,35
  ireo skyon,3.9,sector 60,19052.27,flat,2047.0,2047.0,1330.55,1637.6000000000001,3.0,3.0,"Ireo Skyon Sector 60, Gurgaon",13.0,south-east,relatively new property,,0,1,0,0,0,1,221
  gpl eden heights,1.8,sector 70,14400.0,flat,1250.0,1250.0,750.0,937.5,2.0,2.0,"GPL Eden Heights Sector 70, Gurgaon",9.0,north,relatively new property,,1,0,0,0,0,1,151
"  g block dlf city phase 1, gurgaon",16.25,sector 26,35967.24,house,4518.0,5873.400000000001,3840.2999999999997,4518.0,5.0,6.0,"  g block dlf city phase 1, gurgaon",2.0,north,old property,3+,1,1,1,1,0,1,63
  unitech fresco,2.85,sector 50,15183.8,flat,1877.0,1877.0,1220.05,1501.6000000000001,3.0,4.0,"Unitech Fresco Nirvana Country, Gurgaon",9.0,east,moderatly old property,,0,1,0,0,0,1,187
  adani m2k oyster grande,2.9,sector 102,15279.24,flat,1898.0,1898.0,1233.7,1518.4,3.0,4.0,"Adani M2K Oyster Grande Sector 102, Gurgaon",5.0,north-east,relatively new property,,0,1,0,0,0,0,221
"  huda flats, sector 57, gurgaon",6.5,sector 57,,house,,,,,10.0,10.0,"  huda flats, sector 57, gurgaon",4.0,east,moderatly old property,3+,1,1,1,0,0,1,45
"  nirvana country, gurgaon",16.95,sector 50,37516.6,house,4518.0,5873.400000000001,3840.2999999999997,4518.0,6.0,7.0,"  nirvana country, gurgaon",3.0,north-east,moderatly old property,3+,1,1,1,0,1,1,199
  sobha city,3.2,sector 108,18702.51,flat,1711.0,1711.0,1112.15,1368.8000000000002,3.0,3.0,"Sobha City Sector 108, Gurgaon",8.0,north-east,new property,,0,0,0,0,0,2,163
  la vida by tata housg,3.8,sector 113,14121.14,flat,2691.0,2691.0,1749.15,2152.8,3.0,4.0,"La Vida by Tata Housing Sector 113, Gurgaon",12.0,north-east,new property,,0,1,1,0,0,2,150
"  vatika emilia floors, sector 83, gurgaon",1.3,sector 83,13829.79,house,940.0,1128.0,705.0,940.0,2.0,2.0,"  vatika emilia floors, sector 83, gurgaon",2.0,north-west,moderatly old property,2,0,0,0,1,0,1,63
"  dlf phase 1, gurgaon",11.15,sector 26,,house,,,,,5.0,7.0,"  dlf phase 1, gurgaon",3.0,north-east,moderatly old property,3,1,1,0,0,1,1,199
"  sector 7 extension, gurgaon",1.35,sector 7 extensi,,house,,,,,2.0,2.0,"  sector 7 extension, gurgaon",2.0,south,old property,2,0,0,0,0,0,2,74
"  international city by sobha phase 1, sector 109, gurgaon",18.0,sector 109,40000.0,house,4500.0,5850.0,3825.0,4500.0,5.0,5.0,"  international city by sobha phase 1, sector 109, gurgaon",2.0,south,relatively new property,3+,1,1,1,0,1,1,170
  unitech harmony,3.48,sector 50,13267.25,flat,2623.0,2623.0,1704.95,2098.4,3.0,4.0,"Unitech Harmony Nirvana Country, Gurgaon",9.0,east,moderatly old property,,1,1,0,0,0,0,221
  adani m2k oyster grande,3.6,sector 102,11257.04,flat,3198.0,3198.0,2238.6,2718.2999999999997,4.0,5.0,"Adani M2K Oyster Grande Sector 102, Gurgaon",7.0,west,relatively new property,,1,1,0,0,0,1,194
"  dlf city plots phase 2, dlf phase 2, gurgaon",11.0,sector 25,,house,,,,,9.0,9.0,"  dlf city plots phase 2, dlf phase 2, gurgaon",2.0,north,old property,3+,1,1,1,1,0,1,63
  ramprastha primera,1.63,sector 37,9183.1,flat,1775.0,1775.0,1153.75,1420.0,3.0,3.0,"Ramprastha Primera Sector 37D, Gurgaon",9.0,south-east,relatively new property,,0,0,0,1,0,2,94
"  m3m antalya hills, sector 79, gurgaon",1.8,sector 79,12253.23,house,1469.0,1762.8,1101.75,1469.0,2.0,2.0,"  m3m antalya hills, sector 79, gurgaon",4.0,north,new property,2,0,0,1,0,0,2,139
"  eros rosewood city, rosewood city, gurgaon",4.8,sector 49,15000.0,house,3200.0,4000.0,2560.0,3200.0,3.0,3.0,"  eros rosewood city, rosewood city, gurgaon",2.0,north,old property,3,0,0,1,0,0,2,113
"  sector 38, gurgaon",6.5,sector 38,,house,,,,,9.0,9.0,"  sector 38, gurgaon",3.0,south-east,moderatly old property,3+,1,1,1,1,0,1,63
"  a block sushant lok phase 1, gurgaon",14.25,sector 43,,house,,,,,12.0,12.0,"  a block sushant lok phase 1, gurgaon",5.0,east,moderatly old property,3+,1,1,1,1,0,0,63
  unitech fresco,2.65,sector 50,14600.55,flat,1815.0,1815.0,1179.75,1452.0,3.0,3.0,"Unitech Fresco Nirvana Country, Gurgaon",9.0,north-east,moderatly old property,,0,1,0,0,0,1,151
  godrej icon,2.3,sector 88,11170.47,flat,2059.0,2059.0,1338.3500000000001,1647.2,3.0,4.0,"Godrej Icon Sector 88A, Gurgaon",7.0,north,relatively new property,,0,1,0,0,0,1,163
  vatika city,3.3,sector 49,17542.46,flat,1881.15,1881.15,1222.7475000000002,1504.92,3.0,3.0,"Vatika City Sector 49, Gurgaon",0.0,south-east,moderatly old property,,1,0,0,0,0,1,149
  gpl eden heights,2.7,sector 70,12558.14,flat,2150.0,2150.0,1397.5,1720.0,3.0,3.0,"GPL Eden Heights Sector 70, Gurgaon",5.0,north,relatively new property,,0,1,0,0,0,1,159
  experion wdchants,5.8,sector 112,20187.96,flat,2873.0,2873.0,1867.45,2298.4,3.0,5.0,"Experion Windchants Sector 112, Gurgaon",21.0,south-east,relatively new property,,1,1,0,0,0,1,110
"  malibu town, gurgaon",14.5,sector 47,37555.04,house,3861.0,5019.3,3281.85,3861.0,5.0,5.0,"  malibu town, gurgaon",2.0,west,moderatly old property,3+,1,0,1,0,0,1,53
  indiabulls centrum park,1.4,sector 103,10646.39,flat,1315.0,1315.0,789.0,986.25,2.0,2.0,"Indiabulls Centrum Park Sector 103, Gurgaon",3.0,north-east,relatively new property,,0,0,0,0,0,1,221
"  sector 40, gurgaon",3.5,sector 40,,house,,,,,4.0,3.0,"  sector 40, gurgaon",3.0,west,moderatly old property,3+,1,0,1,0,1,2,105
  dlf regal gardens,2.93,sector 90,13198.2,flat,2220.0,2220.0,1554.0,1887.0,4.0,4.0,"DLF Regal Gardens Sector 90, Gurgaon",12.0,north-east,moderatly old property,,0,0,0,0,0,2,101
"  sector 4, gurgaon",6.5,sector 4,14444.44,house,4500.0,5850.0,3825.0,4500.0,4.0,4.0,"  sector 4, gurgaon",1.0,south-east,moderatly old property,1,0,0,0,0,0,2,32
"  sector 43, gurgaon",8.0,sector 43,,house,,,,,10.0,11.0,"  sector 43, gurgaon",4.0,north,relatively new property,3+,0,1,0,0,0,0,126
  unitech escape,3.25,sector 50,15853.66,flat,2050.0,2050.0,1332.5,1640.0,3.0,4.0,"Unitech Escape Nirvana Country, Gurgaon",6.0,north,moderatly old property,,1,1,0,0,0,1,221
"  e block, dlf phase 1, gurgaon",4.25,sector 26,,house,,,,,2.0,2.0,"  e block, dlf phase 1, gurgaon",2.0,east,old property,2,0,0,0,0,0,2,16
  emaar palm heights,2.78,sector 77,,flat,,,,,3.0,3.0,"Emaar Palm Heights Sector 77, Gurgaon",7.0,north-east,relatively new property,,0,1,0,0,0,1,221
  emaar mgf the palm drive,4.98,sector 66,22402.16,flat,2223.0,2223.0,1444.95,1778.4,3.0,3.0,"Emaar MGF The Palm Drive Sector 66, Gurgaon",7.0,west,relatively new property,,1,1,1,0,1,0,221
"  international city by sobha phase 1, sector 109, gurgaon",9.0,sector 109,,house,,,,,5.0,7.0,"  international city by sobha phase 1, sector 109, gurgaon",2.0,east,relatively new property,3,0,1,0,0,0,1,193
"  block q south city 1, gurgaon",2.55,block q sector 41,,house,,,,,3.0,3.0,"  block q south city 1, gurgaon",3.0,north-west,moderatly old property,3,0,0,0,0,0,2,14
  unitech harmony,2.55,sector 50,14206.13,flat,1795.0,1795.0,1077.0,1346.25,2.0,2.0,"Unitech Harmony Nirvana Country, Gurgaon",15.0,east,moderatly old property,,0,0,1,0,0,1,221
  pyramid elite,0.65,sector 86,,flat,,,,,2.0,2.0,"Pyramid Elite Sector 86, Gurgaon",7.0,east,relatively new property,,0,0,0,0,0,2,23
  sobha city,2.65,sector 108,19188.99,flat,1381.0,1381.0,828.6,1035.75,2.0,2.0,"Sobha City Sector 108, Gurgaon",2.0,west,relatively new property,,0,0,0,0,0,1,172
"  sector 40, gurgaon",3.2,sector 40,,house,,,,,6.0,4.0,"  sector 40, gurgaon",3.0,na,old property,2,0,0,0,0,1,2,18
  central park 2 bellevue,3.68,sector 48,14391.87,flat,2557.0,2557.0,1662.05,2045.6000000000001,3.0,3.0,"Central Park 2 Bellevue Sector 48, Gurgaon",5.0,north-east,moderatly old property,,0,1,0,0,0,1,188
