propertName,rating,society,price,pricePerSqft,area,areaWithType,bedRooms,bathRooms,additionalRooms,address,floorNum,facing,agePossesion,nearbyLocation,description,furnishDetails,features
"2 BHK Flatin Sector 65, Gurgaon",3.8,  m3m heights,2.88,19862.07,1450.0,1516.0,2,2,study room,"M3M Heights Sector 65, Gurgaon",27,east,1 to 5 Year Old,"['Rapid Metro Sector 56', 'M3m 65th Avenue Mall', 'Golf Course Extension Road', 'Gurgaon - Delhi Expy', 'DPS International School', 'DPG Institute of Technology', 'Park Hospital', 'Indira Gandhi International Airport', 'Lemon Tree Hotel', 'SkyJumper Trampoline Park', 'PVR Drive in Theatre']","Property address27th floor, tower 1, m3m heights, sector 65, gurugram, haryana 122102Property size
1 super built-Up area - 1516 sq.Ft.
2 built-Up area - 1433 sq.Ft
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping c...","['4 Fan', '1 Exhaust Fan', '2 Geyser', '4 Light', '3 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
"3 BHK Flatin Sector 77, Gurgaon",4.0,  umang wter hills,1.74,9549.95,1822.0,1190.0,3,3,others,"Umang Winter Hills Sector 77, Gurgaon",10,north-west,1 to 5 Year Old,"['Entertainland Mall', 'Delhi Jaipur Expressway', 'Jhankar Senior Secondary School', 'Singhania University, Manesar', 'Miracles Apollo Hospital', 'Indira Gandhi International Airport', 'Garhi Harsaru Junction', 'Eros Corporate Park', 'Hyatt Regency Gurgaon', 'Aravalli Hills']","Umang winter hills beautiful society near nh8 highway  and dwarka expressway 2km suphire mall and town square mall walking distance narayana school  and market 
All amenities in society garden kid's play area library indoor games jogging track sona bath  swimming pool restaurant tanish court etc","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",
"4 BHK Flatin Sector 111, Gurgaon",3.9,  puri diplomatic greens,4.75,16101.69,2950.0,,4,5,servant room,"Puri Diplomatic Greens Sector 111, Gurgaon",0,west,5 to 10 Year Old,"['Dwarka Sector 21 Metro Station', 'Gurgaon Dreamz Mall', 'Dwarka Expressway', 'Delhi', 'Delhi Jaipur Highway', 'Red Roses Public School', 'The NorthCap University', 'Metro Hospital, Palam Vihar', 'Indira Gandhi International Airport', 'The Oberoi, Gurgaon']","This 4 bhk apartment is available for sale in puri diplomatic greens, one of the most prominent projects for flats in sector 111 gurgaon. The flat is over 2950 sq.Ft. Super built up area and comes with 4 bedroom(s), 5 bathrooms and more than 3 balconies. The residential building has 21 floors in tot...","['4 Wardrobe', '6 AC', '1 Modular Kitchen', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center']"
"3 BHK Flatin Sector 112, Gurgaon",4.0,  experion wdchants,5.0,17844.4,2802.0,2225.56,3,3,pooja room,"Experion Windchants Sector 112, Gurgaon",11,north-east,1 to 5 Year Old,"['Ansal Plaza', 'Dwaraka Expressway', 'First Step Play School', 'Sri Ma Montessori International', 'Jai Sai Ram Hospital', 'Park Hospital', 'IGI Airport', 'Gurgaon Railway Station']","Situated in sector 112 gurgaon, experion windchants is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in gurgaon is your opportunity to be a part of this community. The flat is north-East-Facing. The flat is over 2802 sq.Ft. Super built up area and ...","['3 Fan', '1 Exhaust Fan', '6 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'No open drainage around', 'Piped-gas', 'Swimming Pool', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']"
"3 BHK Flatin Sector 89, Gurgaon",,  m3m soulitude,1.59,,,1423.0,3,3,"study room,others","M3M Soulitude Sector 89, Gurgaon",2,north-west,0 to 1 Year Old,"['Vatika Town Square-INXT', 'Sector 86 Road', 'Dwarka Expy', 'Delh-Ajmer Expy', 'Euro International School', 'Gurugram University', 'Genesis Hospital', 'Indira Gandhi Intl Airport', 'Garhi Harsaru Junction']","M3m solitude beautiful society near nh 8 highway and dwarka expressway walking distance rps school st xavier's school 2km suphire mall and elaan miracal mall aarvi hospital and genesis hospital 
All amenities in society gym swimming pool indoor games tanish court jogging track sona bath kids play ar...","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",
"3 BHK Flatin Sector 112, Gurgaon",4.0,  experion wdchants,4.99,17808.71,2802.0,2225.56,3,3,servant room,"Experion Windchants Sector 112, Gurgaon",21,east,1 to 5 Year Old,"['Ansal Plaza', 'Dwaraka Expressway', 'First Step Play School', 'Sri Ma Montessori International', 'Jai Sai Ram Hospital', 'Park Hospital', 'IGI Airport', 'Gurgaon Railway Station']",Park facing sun facing club facing,"['7 Fan', '1 Stove', '6 Light', '1 Modular Kitchen', '4 AC', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']"
"3 BHK Flatin Sector 91, Gurgaon",4.0,  tarc maceo,1.93,10365.2,1862.0,1240.0,3,3,not available,"TARC Maceo Sector 91, Gurgaon",6,north-east,1 to 5 Year Old,"['Manish Gallexie 91', 'Dwarka Expressway', 'Rao Bharat Singh International School', 'Dronacharya College of Engineering', 'Silver Streak Multi Speciality Hospital', 'Indira Gandhi International Airport', 'IMT Manesar', 'Holiday Inn Sector 90', 'Manesar Golf Course', 'National Tennis Academy']","Good looking property near imt manesar 
All amenities in society gym swimming pool gym restaurant indoor games library kids play area main road walking distance vishal megha mart","['3 Wardrobe', '5 Fan', '1 Exhaust Fan', '3 Geyser', '8 Light', '1 Chimney', '1 Curtains', 'No AC', 'No Bed', 'No Dining Table', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']"
"3 BHK Flatin Sector 56, Gurgaon",,  alaknanda apartments,3.25,12500.0,2600.0,2500.0,3,3,servant room,"Alaknanda Apartments Sector 56, Gurgaon",10,south,5 to 10 Year Old,"['Sector 54 chowk metro station', 'Sector metro station', 'Sector metro station', 'Sector 53-54 metro station', 'Hong Kong Bazaar Mall', 'Sanatan Dharm Mandir', 'Radhakrishna Shani Mandir', 'Icici bank ATM', 'Citi bank ATM', 'State bank ATM', 'Icici bank ATM', 'Indusind bank ATM', 'Arunodaya Deseret Eye Hospital', 'Surgicare Hospital Gurgaon', 'Kriti Hospital', 'Anand Hospital Gurgaon', 'pracksht hospital', 'Paras Hospital Gurgaon', 'HUDA Office Complex', 'Medisca', 'Apollo Pharmacy', 'Intellion Park', 'HCG CNG Station', 'Heera Fuel Station', 'State bank of india', 'Kotak mahindra bank', 'Indusind bank', 'Axis bank', 'Icici bank', 'Hdfc bank', 'Hdfc bank & atm', 'Hdfc bank and atm', '222', 'Wat-a-Burger', 'Burger Singh', 'Bikanerwala', 'Naivedyam Restaurant', 'Pizza Hut', 'Clock tower', 'Starbucks', ""Carl's Jr."", 'Cafe Tonini', 'Shophouse by Kylin', 'Sagar Ratna', 'Iilm University', 'IILM', 'Sushant College of Arts & Architecture', 'Ansal Institute of Technology', 'Suncity School', 'Two Horizon Center']","This lovely 3 bhk apartment/flat in sector 56 gurgaon is available for sale in one of gurgaon's most popular projects, alaknanda apartments. This is a south-Facing property. Containing 3 bedroom(s), 3 bathrooms and more than 3 balconies, this flat is spread over a super built up area of 2600 sq.Ft. ...","['4 Wardrobe', '4 Fan', '1 Exhaust Fan', '3 Geyser', '18 Light', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
"3 BHK Flatin Sector 79, Gurgaon",4.1,  mapsko mount ville,2.37,13057.85,1815.0,,3,4,servant room,"Mapsko Mount Ville Sector 79, Gurgaon",18,north,1 to 5 Year Old,"['Huda Metro Station (Gurugram)', 'Sapphire 83 Mall', 'Naurangpur Road', 'Delhi - Ajmer Expy', 'Bal Bharati Public School–IMT Manesar', 'Amity University Gurugram', 'Miracles Apollo Cradle / Spectra', 'Indira Gandhi Intl Airport', 'Garhi Harsaru Junction']","Brand new unused flat available. Growth realtech. For more info. Pls visit @ site address : E-1102, mapsko mount ville","['3 Wardrobe', '6 Fan', '1 Exhaust Fan', '3 Geyser', '1 Stove', '12 Light', '4 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
"3 BHK Flatin Sector 79, Gurgaon",4.1,  mapsko mount ville,2.0,12345.68,1620.0,,3,3,not available,"Mapsko Mount Ville Sector 79, Gurgaon",7,north-east,1 to 5 Year Old,"['Huda Metro Station (Gurugram)', 'Sapphire 83 Mall', 'Naurangpur Road', 'Delhi - Ajmer Expy', 'Bal Bharati Public School–IMT Manesar', 'Amity University Gurugram', 'Miracles Apollo Cradle / Spectra', 'Indira Gandhi Intl Airport', 'Garhi Harsaru Junction']","Exclusive units available in all sizes. Growth realtech. Keys in hand.
 
 Additional details :Piped gas facility is available in the property.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
The society has dedicated securi...","['5 Fan', '1 Exhaust Fan', '3 Geyser', '1 Stove', '1 Microwave', '10 Light', '5 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Fridge', 'No Sofa', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Water purifier', 'Centrally Air Conditioned', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
"3 BHK Flatin Sector 111, Gurgaon",3.9,  puri diplomatic greens,3.65,16478.56,2215.0,2065.0,3,4,"servant room,pooja room","Puri Diplomatic Greens Sector 111, Gurgaon",1,north-east,1 to 5 Year Old,"['Dwarka Sector 21 Metro Station', 'Gurgaon Dreamz Mall', 'Dwarka Expressway', 'Delhi', 'Delhi Jaipur Highway', 'Red Roses Public School', 'The NorthCap University', 'Metro Hospital, Palam Vihar', 'Indira Gandhi International Airport', 'The Oberoi, Gurgaon']","Puri diplomatic greens is one of gurgaon's most sought after destination for apartments and this 3 bhk flat in sector 111 gurgaon is your opportunity to be a part of this community. The flat is facing the north-East direction. The floor plan additionally contains 3 bedroom(s), 4 bathrooms and 2 balc...","['3 Wardrobe', '6 Fan', '1 Exhaust Fan', '3 Geyser', '12 Light', '1 Modular Kitchen', '5 AC', '1 Chimney', '1 Curtains', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Water purifier', 'Centrally Air Conditioned', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
"3 BHK Flatin Sector 104, Gurgaon",4.2,  puri emerald bay,3.85,15714.29,2450.0,,3,4,servant room,"Puri Emerald Bay Sector 104, Gurgaon",22,east,1 to 5 Year Old,"['Sector-21 Metro Dwarka', 'Gurgaon Dreamz Mall', 'Dwarka Expressway', 'Chauma Road', 'Delhi Public School', 'DPG Degree College', 'The NorthCap University', 'Chirag Hospital', 'Indira Gandhi International Airport', 'Gurgaon Railway Station', 'Infinity Business Park', 'Park Inn', ""Oyster's Water Park"", 'DLF Golf and Country Club']","Check out this 3 bhk apartment for sale in puri emerald bay, a popular residential project that houses in-Demand flats in sector 104 gurgaon. The flat is east-Facing. Constructed on a super built up area of 2450 sq.Ft., the flat comprises 3 bedroom(s), 4 bathrooms and more than 3 balconies. The prop...","['3 Wardrobe', '8 Fan', '1 Exhaust Fan', '3 Geyser', '10 Light', '1 Chimney', '5 AC', '1 Modular Kitchen', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
"3 BHK Flatin Sector 92, Gurgaon",4.1,  bestech park view sanskruti,2.2,11027.57,1995.0,1230.0,3,4,servant room,"Bestech Park View Sanskruti Sector 92, Gurgaon",9,north,1 to 5 Year Old,"['Sapphire 93 Mall', 'Dwarka Expressway', 'NH-8, Imt Manesar', 'Western Peripheral Expressway', 'RPS International School Sector 89', 'DPG Institute of Technology', 'Aarvy Healthcare Hospital', 'Indira Gandhi International Airport', 'Holiday Inn Sector 90', 'De Adventure Park', 'National Tennis Academy Sector 98']","This beautiful 3 bhk flat in sector 92 gurgaon is situated in bestech park view sanskruti, one of the popular residential society in gurgaon. The flat is north-Facing. Constructed on a super built up area of 1995 sq.Ft., the flat comprises 3 bedroom(s), 4 bathrooms and more than 3 balconies. The fla...","['1 Water Purifier', '4 Fan', '1 Exhaust Fan', '3 Geyser', '1 Stove', '12 Light', '1 Modular Kitchen', '1 Curtains', '4 AC', '1 Chimney', '3 Wardrobe', '3 Bed', '1 Microwave', 'No Dining Table', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
