,society,price,sector,pricePerSqft,propertyType,area,superbuilt,carpet,builtup,bedRooms,bathRooms,address,floorNum,facing,agePossesion,balcony,pooja room,servant room,study room,others,store room,furnishType,luxuryScore
1280,"  c block sector 43, gurgaon",3.9,c block sector 43,481481.48,house,81.0,105.3,68.85,81.0,12.0,12.0,"  c block sector 43, gurgaon",5.0,east,new property,3+,0,1,0,0,0,1,42
1281,  indiabulls centrum park,1.9,sector 103,10000.0,flat,1900.0,1900.0,1235.0,1520.0,3.0,3.0,"Indiabulls Centrum Park Sector 103, Gurgaon",10.0,east,relatively new property,,0,0,1,0,0,1,119
1282,"  dlf phase 3, gurgaon",8.5,sector 23,268987.34,house,316.0,410.8,268.59999999999997,316.0,5.0,5.0,"  dlf phase 3, gurgaon",3.0,north,moderatly old property,3+,1,1,1,0,1,1,135
1283,  indiabulls centrum park,1.35,sector 103,10800.0,flat,1250.0,1250.0,750.0,937.5,2.0,2.0,"Indiabulls Centrum Park Sector 103, Gurgaon",8.0,north,relatively new property,,0,0,0,0,0,2,140
1284,  ireo victory valley,5.9,sector 67,16629.09,flat,3548.0,3548.0,2306.2000000000003,2838.4,3.0,3.0,"Ireo Victory Valley Sector 67, Gurgaon",11.0,north,relatively new property,,0,1,0,0,0,1,205
1285,  conscient elevate,6.0,sector 59,23121.39,flat,2595.0,2595.0,1686.75,2076.0,3.0,3.0,"Conscient Elevate Sector 59, Gurgaon",18.0,east,new property,,0,1,1,0,0,2,196
1286,  paras dews,1.35,sector 106,9747.29,flat,1385.0,1385.0,831.0,1038.75,2.0,2.0,"Paras Dews Sector 106, Gurgaon",3.0,north-east,relatively new property,,0,0,0,0,0,2,221
1287,  paras dews,2.15,sector 106,,flat,,,,,4.0,4.0,"Paras Dews Sector 106, Gurgaon",6.0,north-west,relatively new property,,0,1,0,0,0,2,109
1288,  indiabulls centrum park,5.65,sector 103,,flat,,,,,5.0,6.0,"Indiabulls Centrum Park Sector 103, Gurgaon",18.0,north,new property,,0,1,1,0,0,1,46
1289,  bestech park view grand spa,4.55,sector 81,13112.39,flat,3470.0,3470.0,2429.0,2949.5,4.0,6.0,"Bestech Park View Grand Spa Sector 81, Gurgaon",10.0,west,relatively new property,,0,1,0,0,0,2,172
1290,  tata primanti,4.9,sector 72,19215.69,flat,2550.0,2550.0,1657.5,2040.0,3.0,3.0,"Tata Primanti Sector 72, Gurgaon",6.0,north,new property,,0,1,0,0,0,1,221
1291,  experion wdchants,12.35,sector 112,14503.82,flat,8515.0,8515.0,5960.5,7237.75,5.0,7.0,"Experion Windchants Sector 112, Gurgaon",3.0,east,relatively new property,,0,1,1,0,0,2,221
1292,  tulip purple,2.65,sector 69,11041.67,flat,2400.0,2400.0,1680.0,2040.0,4.0,5.0,"Tulip Purple Sector 69, Gurgaon",3.0,north,relatively new property,,0,1,0,0,0,0,221
1293,  ats tourmale,3.7,sector 109,11746.03,flat,3150.0,3150.0,2205.0,2677.5,4.0,5.0,"ATS Tourmaline Sector 109, Gurgaon",8.0,east,relatively new property,,0,1,0,0,0,2,221
1294,"  sector 10, gurgaon",2.5,sector 10,250000.0,house,100.0,130.0,85.0,100.0,5.0,5.0,"  sector 10, gurgaon",1.0,north-east,relatively new property,3+,0,0,1,0,0,1,72
1295,  ss the leaf,5.95,sector 85,12017.77,flat,4951.0,4951.0,3465.7,4208.349999999999,5.0,7.0,"SS The Leaf Sector 85, Gurgaon",26.0,north-east,relatively new property,,0,1,1,0,0,2,155
1296,  dlf the ultima,4.8,sector 81,16713.09,flat,2872.0,2872.0,2010.3999999999999,2441.2,4.0,4.0,"DLF The Ultima Sector 81, Gurgaon",18.0,east,relatively new property,,0,1,0,0,0,2,125
1297,  birla navya,4.25,sector 63,16621.04,flat,2557.0,2557.0,1662.05,2045.6000000000001,3.0,4.0,"Birla Navya Sector 63A, Gurgaon",1.0,na,new property,,0,1,0,0,0,2,46
1298,"  dlf phase 2, gurgaon",13.9,sector 25,345771.14,house,402.0,522.6,341.7,402.0,5.0,6.0,"  dlf phase 2, gurgaon",3.0,east,old property,3+,1,1,1,1,0,1,63
1299,"  sector 46, gurgaon",8.0,sector 46,304182.51,house,263.0,341.90000000000003,223.54999999999998,263.0,5.0,5.0,"  sector 46, gurgaon",3.0,east,moderatly old property,3,0,0,0,1,0,2,45
1300,"  raheja revanta, sector 78, gurgaon",4.25,sector 78,,house,,,,,4.0,3.0,"  raheja revanta, sector 78, gurgaon",4.0,na,new property,2,0,1,0,0,0,2,45
1301,  paras dews,1.55,sector 106,11191.34,flat,1385.0,1385.0,831.0,1038.75,2.0,2.0,"Paras Dews Sector 106, Gurgaon",5.0,north,relatively new property,,0,0,0,0,0,2,117
1302,  ild greens,1.45,sector 37,7967.03,flat,1820.0,1820.0,1183.0,1456.0,3.0,3.0,"ILD Greens Sector 37C, Gurgaon",11.0,east,new property,,0,0,0,0,0,2,63
1303,"  rwa sector 46, sector 46, gurgaon",5.7,sector 46,39310.34,house,1450.0,1885.0,1232.5,1450.0,8.0,7.0,"  rwa sector 46, sector 46, gurgaon",3.0,east,relatively new property,3+,1,0,0,1,0,0,189
1304,  puri diplomatic greens,4.8,sector 111,16271.19,flat,2950.0,2950.0,2065.0,2507.5,4.0,5.0,"Puri Diplomatic Greens Sector 111, Gurgaon",11.0,north-east,relatively new property,,0,1,0,0,0,1,111
1305,  ashiana the center court,2.7,sector 88,12413.79,flat,2175.0,2175.0,1413.75,1740.0,3.0,5.0,"Ashiana The Center Court Sector 88A, Gurgaon",12.0,east,relatively new property,,0,1,0,0,0,1,221
1306,  ss the leaf,5.94,sector 85,12000.0,flat,4950.0,4950.0,3465.0,4207.5,5.0,7.0,"SS The Leaf Sector 85, Gurgaon",10.0,east,new property,,0,1,0,0,0,0,110
1307,  m3m woodshire,1.7,sector 107,8749.36,flat,1943.0,1943.0,1262.95,1554.4,3.0,3.0,"M3M Woodshire Sector 107, Gurgaon",7.0,east,relatively new property,,0,0,0,0,0,2,221
1308,  m3m flora,1.7,sector 68,13385.83,flat,1270.0,1270.0,762.0,952.5,2.0,2.0,"M3M Flora Sector 68, Gurgaon",1.0,south,relatively new property,,0,0,0,0,0,0,221
1309,  ramprastha primera,1.53,sector 37,8619.72,flat,1775.0,1775.0,1153.75,1420.0,3.0,3.0,"Ramprastha Primera Sector 37D, Gurgaon",14.0,east,relatively new property,,0,0,0,0,0,2,165
1310,  tarc maceo,2.4,sector 91,10344.83,flat,2320.0,2320.0,1508.0,1856.0,3.0,4.0,"TARC Maceo Sector 91, Gurgaon",11.0,north-east,relatively new property,,0,1,1,0,0,1,169
1311,  m3m woodshire,2.18,sector 107,9233.38,flat,2361.0,2361.0,1534.65,1888.8000000000002,3.0,4.0,"M3M Woodshire Sector 107, Gurgaon",6.0,west,relatively new property,,0,1,0,0,0,1,197
1312,  ireo the grand arch,5.25,sector 58,21631.64,flat,2427.0,2427.0,1577.55,1941.6000000000001,3.0,4.0,"Ireo The Grand Arch sector 58, Gurgaon",15.0,north-west,relatively new property,,0,1,0,0,0,1,221
1313,"  eros rosewood city, sector 49, gurgaon",5.35,sector 49,31286.55,house,1710.0,2223.0,1453.5,1710.0,6.0,6.0,"  eros rosewood city, sector 49, gurgaon",3.0,east,moderatly old property,3+,1,0,1,0,0,1,28
1314,  ramprastha the edge towers,1.15,sector 37,8778.63,flat,1310.0,1310.0,786.0,982.5,2.0,2.0,"Ramprastha The Edge Towers Sector 37D, Gurgaon",15.0,east,relatively new property,,0,0,0,0,0,1,115
1315,"  dlf phase 2, gurgaon",7.85,sector 25,365116.28,house,215.0,279.5,182.75,215.0,4.0,5.0,"  dlf phase 2, gurgaon",2.0,north-west,relatively new property,3,1,1,0,0,0,2,199
1316,"  nirvana country, gurgaon",10.45,sector 50,435416.67,house,240.0,312.0,204.0,240.0,5.0,6.0,"  nirvana country, gurgaon",3.0,north-west,relatively new property,2,1,1,1,0,1,1,191
1317,"  eros rosewood city, sector 49, gurgaon",4.7,sector 49,30618.89,house,1535.0,1918.75,1228.0,1535.0,3.0,3.0,"  eros rosewood city, sector 49, gurgaon",2.0,east,moderatly old property,2,1,0,1,0,0,2,46
1318,  avl 36 gurgaon,1.01,sector 36,10100.0,flat,1000.0,1000.0,600.0,750.0,2.0,2.0,"AVL 36 Gurgaon Sector 36A, Gurgaon",5.0,north-east,relatively new property,,0,0,0,0,0,2,93
1319,  puri emerald bay,3.82,sector 104,15591.84,flat,2450.0,2450.0,1592.5,1960.0,3.0,4.0,"Puri Emerald Bay Sector 104, Gurgaon",18.0,north,relatively new property,,0,1,0,0,0,1,214
1320,  ats tourmale,2.1,sector 109,12000.0,flat,1750.0,1750.0,1137.5,1400.0,3.0,3.0,"ATS Tourmaline Sector 109, Gurgaon",21.0,west,relatively new property,,0,0,0,0,0,2,39
1321,  dlf the primus,2.85,sector 82,15667.95,flat,1819.0,1819.0,1182.3500000000001,1455.2,3.0,4.0,"DLF The Primus Sector 82A, Gurgaon",8.0,east,moderatly old property,,0,0,0,0,0,1,77
1322,"  dlf phase 1, gurgaon",7.25,sector 26,362500.0,house,200.0,260.0,170.0,200.0,5.0,5.0,"  dlf phase 1, gurgaon",3.0,east,relatively new property,2,0,1,0,1,0,1,63
1323,  emaar digihomes,3.8,sector 62,25194.6,flat,1508.26,1508.26,904.956,1131.195,2.0,2.0,"Emaar Digihomes Sector 62, Gurgaon",20.0,north-east,relatively new property,,0,0,0,1,0,1,221
1324,  bestech park view sanskruti,2.2,sector 92,11027.57,flat,1995.0,1995.0,1296.75,1596.0,3.0,4.0,"Bestech Park View Sanskruti Sector 92, Gurgaon",9.0,north,relatively new property,,0,1,0,0,0,1,168
1325,  indiabulls enigma,4.75,sector 110,13970.59,flat,3400.0,3400.0,2380.0,2890.0,4.0,5.0,"Indiabulls Enigma Sector 110, Gurgaon",15.0,east,moderatly old property,,0,1,0,0,0,1,150
1326,  m3m golfestate,6.8,sector 65,20220.04,flat,3363.0,3363.0,2185.9500000000003,2690.4,3.0,3.0,"M3M Golfestate Sector 65, Gurgaon",12.0,north-east,relatively new property,,0,1,1,0,0,1,146
1327,  bestech altura,2.65,sector 79,12325.58,flat,2150.0,2150.0,1397.5,1720.0,3.0,4.0,"Bestech Altura Sector 79, Gurgaon",3.0,north-east,new property,,0,1,0,0,0,0,221
1328,  the close south,4.35,sector 50,17540.32,flat,2480.0,2480.0,1612.0,1984.0,3.0,4.0,"The Close South Nirvana Country, Gurgaon",9.0,north,moderatly old property,,0,1,0,0,0,1,221
1329,"  sector 15 part 2, gurgaon",31.0,sector 15,304818.09,house,1017.0,1322.1000000000001,864.4499999999999,1017.0,5.0,4.0,"  sector 15 part 2, gurgaon",2.0,na,old property,3+,1,1,0,0,1,2,72
